stops,latitude,longtitude
S CONDUIT AV/BROOKVILLE BL,(40.6652499, -73.73956)
S CONDUIT AV/140 AV,(40.665184, -73.736679)
S CONDUIT AV/FRANCIS LEWIS BL,(40.6652751, -73.73537209999999)
243 ST/S. CONDUIT AV,(40.6652679, -73.7356599)
243 ST/145 AV,(40.659485, -73.740082)
243 ST/HUXLEY ST,(40.657585, -73.741501)
137 AV/FARMERS BL,(40.673389, -73.764473)
92 ST/59 AV,(40.7343591, -73.869402)
JUNCTION BL/59 AV,(40.735004, -73.865059)
HORACE HARDING EXP/JUNCTION BL,(40.734291, -73.8646097)
HORACE HARDING EXP/97 ST,(40.7342702, -73.8625892)
HORACE HARDING EXP/98 ST,(40.7348003, -73.86080919999999)
HORACE HARDING EXP/99 ST,(40.7354625, -73.8585828)
HORACE HARDING EXP/102 ST,(40.7361165, -73.8563917)
HORACE HARDING EXP/YELLOWSTONE BL,(40.736577, -73.85404799999999)
HORACE HARDING EXP/108 ST,(40.736997, -73.851688)
HORACE HARDING EXP/COLLEGE PT BL,(40.7424949, -73.83707129999999)
HORACE HARDING EXP/134 ST,(40.742741, -73.83161199999999)
HORACE HARDING EXP/136 ST,(40.7426051, -73.82982)
HORACE HARDING EXP/138 ST,(40.7424164, -73.82780249999999)
HORACE HARDING EXP/MAIN ST,(40.7417473, -73.82527429999999)
HORACE HARDING EXP/146 ST,(40.7414266, -73.8237305)
HORACE HARDING EXP/148 ST,(40.7410465, -73.821724)
HORACE HARDING EXP/150 ST,(40.740726, -73.81971)
HORACE HARDING EXP/153 ST,(40.7399647, -73.8176295)
HORACE HARDING EXP/REEVES AV,(40.7388457, -73.8160894)
73 AV/189 ST,(40.733475, -73.781723)
73 AV/192 ST,(40.734043, -73.779999)
73 AV/194 ST,(40.7346, -73.77821399999999)
73 AV/196 ST,(40.735119, -73.776482)
73 AV/197 ST,(40.735641, -73.774734)
73 AV/199 ST,(40.735962, -73.77366599999999)
73 AV/FRANCIS LEWIS BL,(40.7362675, -73.77286149999999)
73 AV/HOLLIS HILLS TERR,(40.7378507, -73.76791779999999)
73 AV/210 ST,(40.739172, -73.7636105)
73 AV/213 ST,(40.7399595, -73.760952)
73 AV/BELL BL,(40.7408375, -73.7582815)
73 AV/220 ST,(40.741791, -73.755051)
73 AV/SPRINGFIELD BL,(40.742308, -73.75361649999999)
73 AV/218 ST,(40.741325, -73.756905)
73 AV/CLEARVIEW EXP,(40.7592223, -73.77746719999999)
73 AV/198 ST,(40.735764, -73.774773)
73 AV/195 ST,(40.7348088, -73.7777589)
73 AV/193 ST,(40.734238, -73.779907)
73 AV/190 ST,(40.733662, -73.78164699999999)
HORACE HARDING EXP/LAWRENCE ST,(40.74358, -73.833618)
HORACE HARDING EXP/WESTSIDE AV,(40.7372199, -73.8542255)
HORACE HARDING EXP/OTIS AV,(40.7367329, -73.85625)
HORACE HARDING EXP /JUNCTION BL,(40.734291, -73.8646097)
94 ST/58 AV,(40.735487, -73.86719099999999)
149 AV/253 ST,(40.652969, -73.736488)
149 AV/257 ST,(40.6529215, -73.731777)
259 ST/149 AV,(40.653084, -73.72972899999999)
148 AV/259 ST,(40.654953, -73.729263)
FRANCIS LEWIS BL/147 DR,(40.6556395, -73.727085)
FRANCIS LEWIS BL/256 ST,(40.6592746, -73.72997099999999)
LINDEN BL/MERRICK BL,(40.69170510000001, -73.7791598)
LINDEN BL/GUY BREWER BL,(40.6888095, -73.78583499999999)
LINDEN BL/SUTPHIN BL,(40.686312, -73.7939265)
LINDEN BL/VAN WYCK EP,(40.683189, -73.805122)
QUEENS BL/HOOVER AV,(40.7119619, -73.8256038)
QUEENS BLVD/ 78 AV,(40.715614, -73.832413)
E 37 ST/ 3 AV,(40.747601, -73.976509)
3 AV/E 55 ST,(40.759189, -73.96814270000002)
E 57 ST/PARK AV,(40.7615707, -73.9706449)
5 AV/ W 52 ST,(40.7597914, -73.9762808)
5 AV / W 45 ST,(40.7554039, -73.9794756)
5 AV / W 37 ST,(40.7503608, -73.9831557)
5 AV / 32 ST,(40.7471648, -73.985504)
E 23 ST/LEXINGTON  AV,(40.7395051, -73.98474010000001)
1 AV / 23 ST,(40.736885, -73.97849699999999)
E 23 ST/LEXINGTON AV,(40.7395051, -73.98474010000001)
MADISON AV/E 33 ST,(40.7470935, -73.9834451)
MADISON AV/E 40 ST,(40.7515325, -73.9802219)
LINDEN BVD/VAN WYCK EXPY,(40.6828011, -73.80622040000002)
LINDEN BL/GUY R BREWER BL,(40.6890329, -73.78581609999999)
LINDEN BL/170 ST,(40.6913414, -73.7799448)
FRANCIS LEWIS BL/S.CONDUIT AV,(40.6652751, -73.73537209999999)
FRANCIS LEWIS BL/255 ST,(40.6598362, -73.73047919999999)
253 ST /149 AV,(40.652878, -73.736755)
LIBERTY AV/REMINGTON ST,(40.692204, -73.809364)
LIBERTY AV/SUTPHIN BL,(40.696129, -73.804237)
LIBERTY AV/UNION HALL ST,(40.700733, -73.79557799999999)
LIBERTY AV/VAN WYCK EP,(40.692142, -73.810181)
HILLSIDE AV/146 ST,(40.705545, -73.8106071)
5 AV/W 42 ST,(40.7534887, -73.9808774)
E 42 ST / PARK AV,(40.7521824, -73.97778960000001)
ST GEORGE FERRY/S40 & S90,(40.643485, -74.0739732)
RICHMOND TER/ST GEORGE FERRY,(40.642921, -74.07547799999999)
RICHMOND TER/WALL ST,(40.644411, -74.07681649999999)
RICHMOND TER/STUYVESANT PL,(40.6462055, -74.078392)
RICHMOND TER/NICHOLAS ST,(40.6473655, -74.08093649999999)
RICHMOND TER/ST PETERS PL,(40.6482255, -74.0844075)
RICHMOND TER/WESTERVELT AV,(40.6480941, -74.0865488)
RICHMOND TER/JERSEY ST,(40.646591, -74.08921099999999)
RICHMOND TER/FRANKLIN AV,(40.645489, -74.0928575)
RICHMOND TER/LAFAYETTE AV,(40.6448055, -74.095958)
RICHMOND TER/CLINTON AV,(40.644714, -74.098404)
RICHMOND TER/SAILORS S H GATE,(40.6451095, -74.10188699999999)
RICHMOND TER/SNUG HARBOR RD,(40.645329, -74.107643)
RICHMOND TER/SNUG HARBOR RD 2,(40.645329, -74.107643)
RICHMOND TER/DAVIS AV,(40.644659, -74.1108333)
RICHMOND TER/BEMENT AV,(40.6429094, -74.113855)
RICHMOND TER/N BURGHER AV,(40.641675, -74.11580529999999)
RICHMOND TER/BROADWAY,(40.640636, -74.11795)
RICHMOND TER/TOMPKINS CT,(40.640356, -74.1206435)
RICHMOND TER/ALASKA ST,(40.638924, -74.12224599999999)
RICHMOND TER/TAYLOR ST,(40.637787, -74.123802)
RICHMOND TER/CLOVE RD,(40.637257, -74.126701)
RICHMOND TER/JEWETT AV,(40.63767850000001, -74.12875)
RICHMOND TER/PARK AV,(40.6400671, -74.1304761)
RICHMOND TER/NORTH ST,(27.0476999, -82.21861539999999)
RICHMOND TER/SHARPE AV,(40.6402309, -74.1366572)
RICHMOND TER/NICHOLAS AV,(40.63970399999999, -74.13949199999999)
RICHMOND TER/JOHN ST,(40.6389825, -74.14246349999999)
RICHMOND TER/MORNINGSTAR RD,(40.6379081, -74.1453143)
RICHMOND TER/GRANITE AV,(40.6375889, -74.14701)
RICHMOND TER/HOUSEMAN AV,(40.637405, -74.148476)
RICHMOND TER/SIMONSON AV,(40.6369905, -74.1514151)
RICHMOND TER/VAN NAME AV,(40.6368719, -74.1528668)
RICHMOND TER/UNION AV,(40.6368249, -74.1579357)
RICHMOND TER/HARBOR RD,(40.63699, -74.15993499999999)
RICHMOND TER/ANDROS AV,(40.6384892, -74.1629935)
RICHMOND TER/GRANDVIEW AV,(40.639788, -74.164732)
SOUTH AV/RICHMOND TER,(40.6402687, -74.1660187)
SOUTH AV/ARLINGTON PL,(40.63542899999999, -74.16628299999999)
SOUTH AV/BRABANT ST,(40.6321675, -74.1663308)
SOUTH AV/CABLE WAY,(40.629768, -74.166519)
FOREST AV/SOUTH AV,(40.6274126, -74.1665431)
FOREST AV / HOME DEPOT,(40.6289644, -74.172358)
FOREST AV/ELIZABETH GROVE RD,(40.6265477, -74.1745124)
GOETHALS RD N/MOBILE HOME PARK ROW A,(40.6285279, -74.182267)
GOETHALS RD N/ADMIN PARKING LOT,(40.6285279, -74.182267)
CHELSEA RD/BLOOMFIELD AV,(40.6141757, -74.1877694)
FRANK W. GAY BL/10 AV,(40.620968, -74.18766)
FRANK W. GAY BL/CHELSEA RD,(40.620861, -74.187721)
FOREST AV/GOETHALS RD N,(40.6254265, -74.17689299999999)
FOREST AV/UA THEATERS,(40.625901, -74.17266699999999)
FOREST AV/LILAC CT,(40.6276454, -74.1682072)
SOUTH AV/NETHERLAND AV,(40.629326, -74.16630599999999)
RICHMOND TER/SOUTH AV,(40.640106, -74.165756)
RICHMOND TER/POST LA,(40.63953799999999, -74.164413)
RICHMOND TER/VAN PELT AV,(40.63681270000001, -74.1547768)
RICHMOND TER/LAKE AV,(40.6370637, -74.1503627)
RICHMOND TER/FABER ST,(40.640224, -74.134743)
RICHMOND TER/MAPLE AV,(40.6403252, -74.1336549)
RICHMOND TER/HEBERTON AV,(40.6388515, -74.1292805)
RICHMOND TER/RECTOR ST,(40.637291, -74.12782829999999)
RICHMOND TER/BODINE ST,(40.6372024, -74.12566029999999)
RICHMOND TER/BARD AV,(40.6451476, -74.10872069999999)
RICHMOND TER/SCHUYLER ST,(40.643139, -74.076004)
ST GEORGE FERRY /ST GEORGE FERRY,(40.64409819999999, -74.0725489)
ST GEORGE FERRY/S42 & S52,(40.6435246, -74.073396)
BAY ST/NICK LAPORTE PL,(40.641846, -74.075577)
SLOSSON TER/BAY ST,(40.6396542, -74.0756795)
CENTRAL AV/HYATT ST,(40.6418305, -74.0770375)
ST MARKS PL/HYATT ST,(40.641956, -74.078011)
ST MARKS PL/WALL ST,(40.643438, -74.079235)
ST MARKS PL/HAMILTON AV,(40.64480289999999, -74.0802799)
ST MARKS PL/NICHOLAS ST,(40.64619099999999, -74.081802)
ST MARKS PL/83 ST MARKS PL,(40.7278595, -73.9853775)
WESTERVELT AV/ST MARKS PL,(40.64649, -74.0865379)
WESTERVELT AV/CLEVELAND ST,(40.6446477, -74.0850873)
CRESCENT AV/WESTERVELT AV,(40.6435395, -74.08440399999999)
JERSEY ST/CARLYLE ST,(40.642017, -74.086716)
JERSEY ST/PAUW ST,(40.640057, -74.087227)
JERSEY ST/BRIGHTON AV,(40.638149, -74.087555)
BRIGHTON AV/PINE ST,(40.6369125, -74.088758)
BRIGHTON AV/WEBSTER AV,(40.6357745, -74.089531)
BRIGHTON AV/LAFAYETTE AV,(40.63567, -74.092651)
LAFAYETTE AV/ALDEN PL,(40.637577, -74.093666)
LAFAYETTE AV/PROSPECT AV,(40.6391505, -74.0938145)
PROSPECT AV/PENDELTON PL,(42.0600535, -87.952281)
PROSPECT AV/FRANKLIN AV,(40.63962, -74.090904)
CLYDE PL/ARNOLD ST,(40.639114, -74.090187)
FRANKLIN AV/PROSPECT AV,(40.6748163, -73.956555)
PROSPECT AV/LAFAYETTE AV,(39.883441, -75.3080785)
LAFAYETTE AV/BRIGHTON AV,(40.63567, -74.092651)
BRIGHTON AV/JERSEY ST,(40.637749, -74.087357)
JERSEY ST/HENDRICKS AV,(40.6398948, -74.0872171)
JERSEY ST/LAYTON AV,(40.641338, -74.086828)
JERSEY ST/CRESCENT AV,(40.642399, -74.086494)
WESTERVELT AV/CRESCENT AV,(40.8623328, -73.8399014)
WESTERVELT AV/HAMILTON AV,(40.6459369, -74.0860746)
HAMILTON AV/EGMONT PL,(40.645115, -74.084198)
HAMILTON AV/ST MARKS PL,(40.644905, -74.0805705)
ST MARKS PL/FORT PL,(40.642338, -74.07843799999999)
HYATT ST/CENTRAL AV,(40.6419771, -74.07712289999999)
BAY ST/BOROUGH PL,(40.641956, -74.075333)
ST GEORGE FERRY/ST GEORGE FERRY,(40.64409819999999, -74.0725489)
ST GEORGE FERRY/S44 & S94,(40.643608, -74.073433)
LAFAYETTE AV/RICHMOND TER,(40.6448055, -74.095958)
LAFAYETTE AV/FILLMORE ST,(40.6434211, -74.0955717)
LAFAYETTE AV/CASSIDY PL,(40.6420328, -74.0951527)
LAFAYETTE AV/HENDERSON AV,(40.641113, -74.094948)
HENDERSON AV/CLINTON AV,(40.6403595, -74.0978803)
HENDERSON AV/DEVON PL,(40.6398273, -74.1013014)
HENDERSON AV/WESTBURY AV,(40.639101, -74.10428999999999)
HENDERSON AV/BARD AV,(40.6385495, -74.10737999999999)
HENDERSON AV/PELTON AV,(40.637756, -74.1108289)
HENDERSON AV/BEMENT AV,(40.637516, -74.112518)
BEMENT AV/CASTLETON AV,(40.6347566, -74.1122702)
BEMENT AV/CARY AV,(40.6332615, -74.11196249999999)
CARY AV/N BURGHER AV,(40.6329888, -74.11414599999999)
CARY AV/BROADWAY,(40.632687, -74.11692)
CARY AV/CAROLINE ST,(40.632391, -74.1191635)
CARY AV/ELIZABETH ST,(40.6322439, -74.12043050000001)
CARY AV/TAYLOR ST,(40.6319565, -74.1228295)
CARY AV/CLOVE RD,(40.6317163, -74.1248845)
POST AV/DRIPROCK ST,(40.63120300000001, -74.127831)
POST AV/JEWETT AV,(40.630917, -74.130386)
POST AV/DECKER AV,(40.632122, -74.132935)
POST AV/PORT RICHMOND AV,(40.633743, -74.135857)
PORT RICHMOND AV/CLINTON PL,(40.6322751, -74.1376655)
PORT RICHMOND AV/HOOKER PL,(40.630247, -74.1399082)
WALKER ST/TRANTOR PL,(40.6306076, -74.1440156)
MORNINGSTAR RD/WALKER ST,(40.631031, -74.14690399999999)
MORNINGSTAR RD/DAVID PL,(40.6297486, -74.14742079999999)
MORNINGSTAR RD/DIXON AV,(40.628186, -74.147913)
RICHMOND AV/MONSEY PL,(40.624298, -74.14907099999999)
RICHMOND AV/VEDDER AV,(40.622223, -74.15033)
RICHMOND AV/BARON HIRSCH CEM,(40.620132, -74.153328)
RICHMOND AV/JULES DR,(40.618286, -74.155594)
RICHMOND AV/GOETHALS RD N,(40.616451, -74.156792)
RICHMOND AV/LAMBERTS LA,(40.614571, -74.157654)
RICHMOND AV/LANDER AV,(40.6128612, -74.1590877)
RICHMOND AV/MERRILL AV,(40.609936, -74.160416)
RICHMOND AV/VICTORY BL,(40.6072512, -74.1623722)
RICHMOND AV/FOREST ST,(40.624966, -74.148422)
RICHMOND AV/CARNEGIE AV,(40.604122, -74.162796)
RICHMOND AV/SIGNS RD,(37.5781987, -77.4824124)
RICHMOND AV/AMSTERDAM PL,(40.600842, -74.162842)
RICHMOND AV/RIVINGTON AV,(40.597332, -74.1623305)
RICHMOND AV/ROCKLAND AV,(40.595642, -74.161774)
RICHMOND AV/TRAVIS AV,(40.59314, -74.162857)
RICHMOND AV/NOME AV,(40.59075, -74.165808)
RICHMOND AV/RICHMOND HILL RD,(40.5890004, -74.1677108)
RING RD/MACYS PLATINUM AV,(40.585068, -74.166626)
RING RD/SEARS PLATINUM AV,(40.579678, -74.168312)
YUKON AV/RICHMOND AV,(37.5400008, -77.5705571)
YUKON AV/KMART DRWY,(40.575935, -74.167686)
YUKON AV/KMART DWY,(40.57559819999999, -74.1667566)
YUKON AV/WATCHMANS OFFICE,(40.5748805, -74.16530999999999)
RICHMOND AV/YUKON AV,(40.576531, -74.16950949999999)
RICHMOND AV/DRAPER PL S,(40.592541, -74.162971)
RICHMOND AV/ETON PL,(40.604462, -74.16223099999999)
RICHMOND AV/MORANI ST,(40.610085, -74.160172)
RICHMOND AV/YONA AV,(40.75997599999999, -73.9799772)
RICHMOND AV/CHRISTOPHER LA,(37.5403825, -77.4289342)
RICHMOND AV/W CASWELL AV,(40.616619, -74.156601)
RICHMOND AV/ARMAND ST,(40.618988, -74.154434)
RICHMOND AV/MARC ST,(40.62034999999999, -74.152641)
MORNINGSTAR RD/FOREST  AV,(40.6257075, -74.1485934)
MORNINGSTAR RD/BOWLES AV,(40.6274771, -74.14813880000001)
MORNINGSTAR RD/ST ADALBERT PL,(40.629371, -74.147536)
WALKER ST/PORT RICHMOND AV,(40.6296706, -74.14061319999999)
PORT RICHMOND AV/CATHERINE ST,(40.6305772, -74.1395048)
PORT RICHMOND AV/HOMESTEAD AV,(40.6315918, -74.1383772)
PORT RICHMOND AV/HATFIELD PL,(40.6327635, -74.1371534)
POST AV/GREENLEAF AV,(40.631096, -74.12773100000001)
POST AV/CLOVE RD,(40.631603, -74.125069)
CARY AV/BEMENT AV,(40.6332615, -74.11196249999999)
BEMENT AV/HENDERSON AV,(40.6375396, -74.1128085)
HENDERSON AV/LAFAYETTE AV,(40.640769, -74.09477)
WEST SHORE PLAZA/CHELSEA ST,(40.602039, -74.190697)
SOUTH AV/TRAVIS AV,(40.6024435, -74.18434549999999)
TELEPORT DR/SOUTH AV #1,(40.605163, -74.1789927)
TELEPORT DR/CORP COMMONS BLDG,(40.604706, -74.17872600000001)
TELEPORT DR/SOUTH AV #2,(40.60411999999999, -74.1822303)
SOUTH AV/TELEPORT DR,(40.607865, -74.17924239999999)
SOUTH AV/1200 SOUTH AV,(40.6098527, -74.1793127)
SOUTH AV/HILTON HOTEL,(40.61489419999999, -74.17679249999999)
SOUTH AV/OPP 1000 SOUTH AV,(40.6157468, -74.17367639999999)
SOUTH AV/GOETHALS RD N,(40.6234058, -74.17276729999999)
SOUTH AV/AMADOR ST,(40.623884, -74.167408)
GRANDVIEW AV/FOREST AV,(40.6275005, -74.1651765)
GRANDVIEW AV/CONTINENTAL PL,(40.630585, -74.16523699999999)
GRANDVIEW AV/BRABANT ST,(40.632149, -74.165244)
BRABANT ST/LOCKMAN AV,(40.6316422, -74.1617088)
BRABANT ST/UNION AV,(40.631491, -74.1583175)
WALLOON ST/MAPLE PY,(40.6325685, -74.15660849999999)
DE RUYTER PL/VAN PELT AV,(40.63130779999999, -74.1552785)
WALKER ST/VAN NAME AV,(40.631978, -74.1536138)
WALKER ST/SIMONSON AV,(40.631809, -74.152191)
WALKER ST/MORNINGSTAR RD,(40.631031, -74.14690399999999)
MORNINGSTAR RD/KALVER PL,(40.632721, -74.1464256)
MORNINGSTAR RD/INNIS ST,(40.634575, -74.1458399)
INNIS ST/JOHN ST,(40.633949, -74.143829)
INNIS ST/NICHOLAS AV,(40.633495, -74.14146400000001)
NICHOLAS AV/CHARLES AV,(40.6351395, -74.1406745)
NICHOLAS AV/CASTLETON AV,(40.636152, -74.140064)
CASTLETON AV/TREADWELL AV,(40.635983, -74.137924)
CASTLETON AV/PORT RICHMOND AV,(40.6360582, -74.1347646)
CASTLETON AV/HEBERTON AV,(40.6350196, -74.1326335)
CASTLETON AV/JEWETT AV,(40.6336676, -74.129475)
CASTLETON AV/CLOVE RD,(40.6338624, -74.1259516)
CASTLETON AV/TAYLOR ST,(40.6340762, -74.1230641)
CASTLETON AV/ELIZABETH ST,(40.6342608, -74.1206361)
CASTLETON AV/CAROLINE ST,(40.6343604, -74.11942909999999)
CASTLETON AV/BROADWAY,(40.6345702, -74.11720389999999)
CASTLETON AV/N BURGHER AV,(40.6347544, -74.11453259999999)
CASTLETON AV/BEMENT AV,(40.634792, -74.111839)
CASTLETON AV/OAKLAND AV,(40.6347217, -74.1111772)
CASTLETON AV/DAVIS AV,(40.63471200000001, -74.1085435)
CASTLETON AV/BARD AV,(40.634644, -74.106163)
CASTLETON AV/KISSEL AV,(40.634699, -74.104862)
CASTLETON AV/HUNTER PL,(40.634464, -74.10179099999999)
CASTLETON AV/RANDALL AV,(40.634228, -74.099762)
CASTLETON AV/BRIGHTON AV,(40.6339835, -74.0972504)
CASTLETON AV/HAVENWOOD RD,(40.6331975, -74.0954414)
CASTLETON AV/HAVEN ESPLANADE,(40.63327, -74.092102)
CASTLETON AV/WOODSTOCK AV,(40.6327483, -74.0900446)
CASTLETON AV/WEBSTER AV,(40.634046, -74.088273)
VICTORY BL/CEBRA AV,(40.634209, -74.08543399999999)
VICTORY BL/JERSEY ST,(40.635818, -74.083679)
VICTORY BL/ BROOK ST,(40.637407, -74.080406)
VICTORY BL/VAN DUZER ST,(40.63818699999999, -74.07833900000001)
VICTORY BL / BAY ST,(40.637833, -74.076744)
BAY ST/SLOSSON TE,(40.639511, -74.07547799999999)
ST GEORGE FERRY/S46 & S96,(40.64340199999999, -74.07363099999999)
BAY ST/CENTRAL AV,(30.3018921, -89.3475042)
VICTORY BL/MONTGOMERY AV,(40.638081, -74.077682)
VICTORY BL/BROOK ST,(40.637407, -74.080406)
VICTORY BL/FREMONT ST,(40.637142, -74.08103899999999)
CASTLETON AV/CEBRA AV,(40.634636, -74.08666199999999)
CASTLETON AV/GLEN AV,(40.6327483, -74.0900446)
CASTLETON AV/HARBOR VIEW CT,(40.6333297, -74.0925642)
CASTLETON AV/N RANDALL AV,(40.63412599999999, -74.0994928)
CASTLETON AV/CONYINGHAM AV,(40.6346742, -74.1025468)
CASTLETON AV/BARKER ST,(40.6342171, -74.12122269999999)
CASTLETON AV/SHARPE AV,(40.636162, -74.137703)
CASTLETON AV/NICHOLAS AV,(40.636238, -74.139946)
INNIS ST/ST JOSEPH AV,(40.6336535, -74.14214439999999)
INNIS ST/EATON PL,(40.6344419, -74.1449085)
WALKER ST/PULASKI AV,(37.1009529, -80.6876949)
WALKER ST/VAN PELT AV,(40.632083, -74.155221)
LINDEN AV/VAN PELT AV,(40.6337595, -74.15507029999999)
MAPLE PY/WALLOON ST,(40.6325685, -74.15660849999999)
UNION AV/BRABANT ST,(40.6314459, -74.1580737)
BRABANT ST/GRANDVIEW AV,(40.632149, -74.165244)
SOUTH AV/FOREST AV,(40.627205, -74.166794)
SOUTH AV/1000 SOUTH AV,(43.1355317, -77.605817)
ST GEORGE FERRY/S48 & S98,(40.6434082, -74.0737843)
VICTORY BL/WOODSTOCK AV,(40.631794, -74.087631)
FOREST AV/OXFORD PL,(40.630592, -74.089523)
FOREST AV/HAVEN ESPLANADE,(40.631174, -74.0929768)
FOREST AV/BRIGHTON AV,(40.631966, -74.096863)
FOREST AV/RANDALL AV,(40.63145799999999, -74.099274)
FOREST AV/HART BL,(40.631205, -74.1005405)
FOREST AV/WALBROOKE AV,(40.630939, -74.10305799999999)
FOREST AV/BARD AV,(40.6305905, -74.105705)
FOREST AV/PELTON AV,(40.630089, -74.1090085)
FOREST AV/BEMENT AV,(40.6296966, -74.1112279)
FOREST AV/N BURGHER AV,(40.6292783, -74.1133557)
FOREST AV/BROADWAY,(35.4563646, -79.0503538)
FOREST AV/ELIZABETH ST,(40.6287144, -74.1190233)
FOREST AV/CLOVE RD,(40.627728, -74.121292)
FOREST AV/MANOR RD,(40.627116, -74.1251297)
FOREST AV/DUBOIS AV,(40.626667, -74.1282805)
FOREST AV/JEWETT AV,(40.626436, -74.1317025)
FOREST AV/HAMLIN PL,(40.626358, -74.1333695)
FOREST AV/BARRETT  AV,(40.625137, -74.135803)
FOREST AV/MARIANNE ST,(40.624294, -74.138145)
FOREST AV/DECKER AV,(40.624638, -74.141151)
FOREST AV/WILLOWBROOK RD,(40.625061, -74.14447799999999)
FOREST AV/WILLOW RD W,(40.6248608, -74.146709)
FOREST AV/RICHMOND AV,(37.5962644, -77.5475757)
FOREST AV/SANDERS ST,(40.6253605, -74.1511305)
FOREST AV/SIMONSON AV,(40.625721, -74.15349599999999)
FOREST AV/VAN PELT AV,(40.626064, -74.156204)
FOREST AV/UNION AV,(40.626358, -74.158234)
FOREST AV/HARBOR RD,(40.626659, -74.16091899999999)
FOREST AV/HARBOR PLAZA,(40.626892, -74.163658)
FOREST AV/GRANDVIEW AV,(40.627192, -74.1654337)
ARLINGTON PL/SOUTH AV,(40.63588319999999, -74.1677776)
ARLINGTON PL/NORTHFIELD AV,(40.63589169999999, -74.16825349999999)
ARLINGTON PL/HOLLAND AV,(40.636002, -74.17107399999999)
HOLLAND AV/BENJAMIN PL,(40.6384775, -74.17116899999999)
RICHMOND TER/FEDERAL PL,(40.640709, -74.170288)
RICHMOND TER/ARLINGTON AV,(40.6406776, -74.16732859999999)
FOREST AV/AMITY PL,(40.626465, -74.160774)
FOREST AV/MAPLE PY,(40.62597299999999, -74.156807)
FOREST AV/EUNICE PL,(40.625435, -74.152412)
FOREST AV/WILLOW RD E,(40.6248939, -74.1457963)
FOREST AV/CRYSTAL AV,(40.62455, -74.141418)
FOREST AV/STAPLES,(40.62426, -74.139168)
FOREST AV/LIVERMORE AV,(40.624172, -74.137474)
FOREST AV/BURNSIDE AV,(40.625423, -74.135132)
FOREST AV/RAYMOND PL,(40.627193, -74.123741)
FOREST AV / LAWRENCE AV,(40.630363, -74.10707099999999)
FOREST AV/BARD  AV,(40.6305905, -74.105705)
FOREST AV/SHARON AV,(40.63089799999999, -74.102341)
FOREST AV/UNIVERSITY PL,(40.631351, -74.099113)
FOREST AV/SILVER LAKE PK,(40.6263927, -74.1334777)
FOREST AV/VICTORY BL,(40.63028, -74.088814)
VICTORY BL/AUSTIN PL,(40.632481, -74.086807)
ST GEORGE FERRY/S51 & S81,(40.6434658, -74.07314869999999)
BAY ST/VICTORY BL,(40.6377602, -74.07688870000001)
BAY ST/VAN DUZER EXT,(40.635056, -74.075592)
BAY ST/GRANT ST,(40.633091, -74.07535899999999)
BAY ST/WILLIAM ST,(40.630615, -74.076714)
BAY ST/SANDS ST,(40.629337, -74.076691)
BAY ST/PROSPECT ST,(40.628475, -74.076385)
BAY ST/WATER ST,(42.502765, -71.0698046)
BAY ST/BROAD ST,(40.625603, -74.075031)
BAY ST/Bayley Seton Hospital,(40.62383699999999, -74.073914)
BAY ST/VANDERBILT AV,(40.622464, -74.07253500000002)
BAY ST/TOWNSEND AV,(40.621459, -74.0717449)
BAY ST/EDGEWATER ST,(40.620155, -74.070847)
BAY ST/WILLOW AV,(40.618717, -74.069633)
BAY ST/CHESTNUT AV,(40.61725200000001, -74.06856499999999)
BAY ST/ST MARYS AV,(40.6162693, -74.0677341)
BAY ST/HYLAN BL,(40.6138935, -74.0659565)
BAY ST/ST JOHNS AV,(40.6112031, -74.0633112)
BAY ST/FINGERBOARD RD,(40.6093519, -74.0626442)
BAY ST/LYMAN AV,(40.607471, -74.061348)
NEW YORK AV/COAST GUARD DR,(40.6056523, -74.0599068)
NEW YORK AV/DRUM AV - BLDG 209,(40.60436199999999, -74.059052)
SCHOOL RD/DENNIS TORRICELLI ST,(40.606007, -74.063171)
NEW YORK AV/MARSHALL RD,(44.6852417, -75.4014095)
SCHOOL RD/TOMPKINS AV,(40.60503, -74.065338)
BATTERY RD/AIR FORCE RESERVE,(40.601048, -74.057755)
BATTERY RD/TENNESSEE RD,(40.600264, -74.0597495)
LILY POND AV/MAJOR AV,(40.600266, -74.06478899999999)
LILY POND AV/MC CLEAN AV,(38.903339, -77.166282)
FR CAPODANNO BL/ROBIN RD,(40.595621, -74.062797)
FR CAPODANNO BL/DOTY AV,(40.5922625, -74.06432350000001)
FR CAPODANNO BL/SAND LA,(40.590336, -74.066795)
FR CAPODANNO BL/ATLANTIC AV,(40.583025, -74.0738715)
FR CAPODANNO BL/DELAWARE AV,(40.5823075, -74.0747214)
FR CAPODANNO BL/ALTER AV,(40.581436, -74.075386)
FR CAPODANNO BL/CROMWELL AV,(40.580101, -74.07688550000002)
FR CAPADONNO BL/SEAVIEW AV,(40.5792922, -74.0776723)
FR CAPODANNO BL/NAUGHTON AV,(40.5763605, -74.081997)
FR CAPODANNO BL/SLATER BL,(40.5763605, -74.081997)
FR CAPODANNO BL/GRAHAM BL,(40.5763605, -74.081997)
FR CAPODANNO BL/JEFFERSON AV,(40.5740601, -74.08584429999999)
MIDLAND AV/PATTERSON AV,(40.5712754, -74.09117909999999)
MIDLAND AV/COLONY ST,(31.9850829, -102.171569)
MIDLAND AV/FREEBORN ST,(40.5728689, -74.0941155)
MIDLAND AV/MORELAND ST,(40.5744495, -74.0970382)
